Mois;Qualité;Territoire;Production totale;Production nucléaire;Production thermique totale;Production thermique charbon;Production thermique fioul;Production thermique gaz;Production hydraulique;Production éolien;Production solaire;Production bioénergies;Consommation totale;Solde exportateur;Echanges export;Echanges import;Echanges avec le Royaume-Uni;Echanges avec l'Espagne;Echanges avec l'Italie;Echanges avec la Suisse;Echanges avec l'Allemagne et la Belgique;
2019-02;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-02;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;France;;;;;;;;;;;;;;;;;;;-300;
2019-03;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-03;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;France;;;;;;;;;;;;;;;;;;;300;
2019-04;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-04;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;France;;;;;;;;;;;;;;;;;;;2131;
2019-05;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-05;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;France;;;;;;;;;;;;;;;;;;;2232;
2019-06;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-06;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;France;;;;;;;;;;;;;;;;;;;1167;
2019-07;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-07;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;France;;;;;;;;;;;;;;;;;;;1580;
2019-08;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-08;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;France;;;;;;;;;;;;;;;;;;;450;
2019-09;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-09;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;France;;;;;;;;;;;;;;;;;;;-183;
2019-10;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-10;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;France;;;;;;;;;;;;;;;;;;;-1119;
2019-11;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-11;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;France;;;;;;;;;;;;;;;;;;;-216;
2019-12;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2019-12;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
